,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
544,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e66ebabb
545,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,20,1997,16.2,1,18,4,22.2,1.11,0.25,0.06,0.25,20.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,49ea92be
546,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,24,1993,10.6,0,34,7,20.6,3.20,0.66,0.00,0.00,14.0,0,0,0,4.0,4.0,0.12,-4.0,-4.0,Matches,9f381d8b
547,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,19,1997,6.5,2,14,6,42.9,2.15,0.92,0.14,0.33,18.2,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches,229cd98a
548,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27,1990,10.2,0,1,0,0.0,0.10,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,7d45b97a
549,Benjamin Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,30,1987,15.3,0,27,7,25.9,1.77,0.46,0.00,0.00,17.5,0,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches,cfd8dde3
550,Jack Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38.0,2,15,5,33.3,0.39,0.13,0.13,0.40,17.6,0,0,0,2.2,2.2,0.15,-0.2,-0.2,Matches,74e12f1e
551,Andreas Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,10.4,3,32,11,34.4,3.08,1.06,0.09,0.27,12.4,0,0,0,3.8,3.8,0.15,-0.8,-0.8,Matches,c693347d
552,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,20,1996,14.1,4,31,12,38.7,2.19,0.85,0.13,0.33,16.9,1,0,0,3.1,3.0,0.10,+0.9,+1.0,Matches,beb391dd
553,Quentin Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,23,1994,5.0,1,7,4,57.1,1.41,0.80,0.14,0.25,18.0,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches,5d42d487
554,Ángel Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,22,1995,25.0,8,47,26,55.3,1.88,1.04,0.17,0.31,18.2,0,0,0,5.9,5.9,0.13,+2.1,+2.1,Matches,01eb744d
555,Joaquín Correa,ar ARG,FW,Sevilla,es La Liga,22,1994,13.3,1,24,5,20.8,1.81,0.38,0.04,0.20,14.2,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches,45b9b619
556,Andrea Cossu,it ITA,MFFW,Cagliari,it Serie A,37,1980,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,70fd593e
557,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,15.3,0,9,0,0.0,0.59,0.00,0.00,,8.8,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches,f5e9a8bd
558,Danny da Costa,de GER,DFFW,Eint Frankfurt,de Bundesliga,24,1993,13.4,1,9,2,22.2,0.67,0.15,0.11,0.50,11.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,5ddb8f9f
559,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.6,3,25,10,40.0,2.16,0.86,0.12,0.30,14.9,0,0,0,3.6,3.6,0.14,-0.6,-0.6,Matches,a190d597
560,Douglas Costa,br BRA,FWMF,Juventus,it Serie A,26,1990,19.9,4,36,15,41.7,1.81,0.75,0.11,0.27,19.7,2,0,0,3.0,3.0,0.08,+1.0,+1.0,Matches,4fa7cb9b
561,Filippo Costa,it ITA,DF,SPAL,it Serie A,22,1995,16.4,0,7,1,14.3,0.43,0.06,0.00,0.00,19.0,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,00528660
562,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,28.2,0,12,3,25.0,0.43,0.11,0.00,0.00,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,808d48f3
563,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,18736214
564,Nuno da Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,26,1991,19.2,5,31,9,29.0,1.62,0.47,0.16,0.56,14.3,0,0,0,4.2,4.2,0.13,+0.8,+0.8,Matches,909222de
565,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2434f24a
566,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,1,7,3,42.9,1.85,0.79,0.14,0.33,19.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,9980269a
567,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,1,16,4,25.0,1.72,0.43,0.06,0.25,18.1,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,85a44ecc
568,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1840e36d
569,Philippe Coutinho,br BRA,MFFW,Liverpool,eng Premier League,25,1992,12.3,7,54,17,31.5,4.38,1.38,0.13,0.41,24.0,10,0,0,3.5,3.5,0.07,+3.5,+3.5,Matches,0ef89a37
570,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,25,1992,14.4,8,37,20,54.1,2.57,1.39,0.22,0.40,21.2,0,0,0,3.6,3.6,0.10,+4.4,+4.4,Matches,0ef89a37
571,Nicolas Cozza,fr FRA,DFMF,Montpellier,fr Ligue 1,18,1999,6.4,1,7,1,14.3,1.09,0.16,0.14,1.00,22.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,8f325097
572,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f554e29b
573,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9e53837d
574,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,53636fce
575,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,1,21,6,28.6,0.62,0.18,0.05,0.17,28.7,8,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches,4f974391
576,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,6.2,0,1,1,100.0,0.16,0.16,0.00,0.00,45.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,f54dfca8
577,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,31.4,9,78,21,26.9,2.49,0.67,0.12,0.43,16.0,0,0,1,8.2,7.5,0.10,+0.8,+1.5,Matches,16657b95
578,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,0,2,0,0.0,0.67,0.00,0.00,,26.3,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,3c05c659
579,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,1,13,3,23.1,1.14,0.26,0.08,0.33,11.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,06f33dc8
580,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,2,8,3,37.5,0.99,0.37,0.25,0.67,13.0,0,0,0,1.6,1.6,0.20,+0.4,+0.4,Matches,06f33dc8
581,Giovanni Crociata,it ITA,MFFW,Crotone,it Serie A,19,1997,3.2,1,9,3,33.3,2.79,0.93,0.11,0.33,20.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,8c964914
582,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a4ec7d09
583,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,5,23,9,39.1,1.32,0.52,0.22,0.56,13.3,0,0,0,4.2,4.2,0.18,+0.8,+0.8,Matches,73d9bdc7
584,Juan Cruz,es ESP,FW,Málaga,es La Liga,17,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cc2dd8a5
585,Juan Cuadrado,co COL,FWMF,Juventus,it Serie A,29,1988,15.0,4,27,8,29.6,1.80,0.53,0.15,0.50,16.3,0,0,0,3.9,3.9,0.15,+0.1,+0.1,Matches,0ab1f153
586,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,75751c99
587,Mickaël Cuisance,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,13.4,0,25,5,20.0,1.86,0.37,0.00,0.00,24.6,4,0,0,1.9,1.9,0.08,-1.9,-1.9,Matches,5722eced
588,Josh Cullen,ie IRL,MF,West Ham,eng Premier League,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6d7d690
589,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,16.7,10,45,20,44.4,2.69,1.20,0.22,0.50,11.5,0,0,0,7.8,7.8,0.19,+2.2,+2.2,Matches,a4fe8cda
590,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.6,2,20,4,20.0,1.89,0.38,0.10,0.50,25.6,3,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches,3e092724
591,Marco D'Alessandro,it ITA,MFFW,Benevento,it Serie A,26,1991,11.6,1,16,9,56.3,1.38,0.78,0.06,0.11,16.4,0,0,0,1.9,1.9,0.12,-0.9,-0.9,Matches,060606ec
592,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,33.1,2,18,6,33.3,0.54,0.18,0.11,0.33,13.4,0,0,0,2.7,2.7,0.19,-0.7,-0.7,Matches,44eb9093
593,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,4,18,10,55.6,0.57,0.32,0.22,0.40,9.5,0,0,0,1.7,1.7,0.09,+2.3,+2.3,Matches,1ec7e1c5
594,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3067cbef
595,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,1,3,1,33.3,0.46,0.15,0.33,1.00,20.6,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches,c53083ad
596,Bryan Dabo,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,14.3,2,17,3,17.6,1.19,0.21,0.06,0.33,19.3,0,1,2,2.6,1.0,0.06,-0.6,0.0,Matches,c53083ad
597,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,0,26,6,23.1,2.04,0.47,0.00,0.00,22.5,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches,db4ed67b
598,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,0,3,1,33.3,0.18,0.06,0.00,0.00,7.1,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,3858e611
599,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,1,15,5,33.3,0.52,0.17,0.07,0.20,13.1,0,0,0,2.4,2.4,0.16,-1.4,-1.4,Matches,8cea6319
600,Charlie Daniels,eng ENG,DFMF,Bournemouth,eng Premier League,30,1986,33.4,1,20,6,30.0,0.60,0.18,0.05,0.17,24.8,1,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches,9d107085
601,Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,3,19,7,36.8,1.27,0.47,0.16,0.43,23.4,1,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches,94b2001f
602,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,1,19,4,21.1,1.19,0.25,0.05,0.25,10.2,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches,52105203
603,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,2,9,4,44.4,0.73,0.33,0.22,0.50,10.6,0,0,0,1.8,1.8,0.21,+0.2,+0.2,Matches,6e33125f
604,Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,1,21,4,19.0,0.65,0.12,0.05,0.25,11.8,2,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,fd2bc67d
605,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,0,1,0,0.0,0.13,0.00,0.00,,20.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,a5876fca
606,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,263b855a
607,Stéphane Darbion,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,19.0,3,19,7,36.8,1.00,0.37,0.16,0.43,13.6,0,0,0,2.6,2.6,0.15,+0.4,+0.4,Matches,75d97aa6
608,Palkó Dárdai,hu HUN,FWMF,Hertha BSC,de Bundesliga,18,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,db7161ed
609,Sergi Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,1,29,8,27.6,0.94,0.26,0.03,0.13,25.8,2,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches,070a3904
610,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,28.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,070a3904
611,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,0,25,8,32.0,1.38,0.44,0.00,0.00,23.0,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches,3eb0f2df
612,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cde3309f
613,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,0,2,0,0.0,0.41,0.00,0.00,,31.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,96e0490d
614,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,24,1993,25.8,2,18,6,33.3,0.70,0.23,0.11,0.33,21.2,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches,44781702
615,Tom Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,2,21,3,14.3,0.99,0.14,0.10,0.67,21.8,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches,9228b07c
616,Steven Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,3,13,4,30.8,0.77,0.24,0.23,0.75,19.8,0,0,0,0.9,0.9,0.07,+2.1,+2.1,Matches,cf15bbb1
617,Salem Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60ee859c
618,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,2,16,4,25.0,0.57,0.14,0.13,0.50,10.1,0,0,0,2.3,2.3,0.15,-0.3,-0.3,Matches,3e9e06cb
619,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,8,93,39,41.9,2.72,1.14,0.09,0.21,24.3,15,0,0,5.1,5.1,0.06,+2.9,+2.9,Matches,e46012d4
620,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,2,6,2,33.3,0.26,0.09,0.33,1.00,11.7,0,0,0,1.2,1.2,0.20,+0.8,+0.8,Matches,952a03fe
621,Rodrigo De Paul,ar ARG,FWMF,Udinese,it Serie A,23,1994,25.8,4,49,12,24.5,1.90,0.47,0.00,0.00,24.3,3,4,4,6.3,3.2,0.06,-2.3,-3.2,Matches,162efffd
622,Daniele De Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,1,11,3,27.3,0.54,0.15,0.09,0.33,18.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,532d2690
623,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,1,5,1,20.0,0.46,0.09,0.20,1.00,24.8,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches,ae4e2852
624,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,29,1988,32.8,5,23,13,56.5,0.70,0.40,0.22,0.38,12.6,0,0,0,3.1,3.1,0.14,+1.9,+1.9,Matches,e74f0e59
625,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,2,18,9,50.0,0.83,0.42,0.11,0.22,17.3,3,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches,44f8c299
626,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,4,19,7,36.8,1.30,0.48,0.21,0.57,12.7,0,0,0,2.7,2.7,0.14,+1.3,+1.3,Matches,92232aad
627,Troy Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,5,31,10,32.3,1.51,0.49,0.06,0.20,17.1,0,3,5,6.9,2.8,0.09,-1.9,-0.8,Matches,82e34b69
628,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,4,27,15,55.6,2.23,1.24,0.15,0.27,11.5,0,0,0,3.5,3.5,0.13,+0.5,+0.5,Matches,f1e8372d
629,Steven Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,1,19,7,36.8,0.86,0.32,0.05,0.14,25.9,4,0,0,0.8,0.8,0.04,+0.3,+0.3,Matches,73489527
630,Grégoire Defrel,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,1,13,4,30.8,2.41,0.74,0.00,0.00,17.6,0,1,1,2.3,1.5,0.11,-1.3,-1.5,Matches,854ee61a
631,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,0,10,1,10.0,2.00,0.20,0.00,0.00,24.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,7f267d66
632,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,0,6,2,33.3,0.71,0.24,0.00,0.00,21.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,081b6080
633,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,210d9ecb
634,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,3,56,13,23.2,1.80,0.42,0.05,0.23,18.9,5,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches,fe641c1a
635,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,0,9,1,11.1,1.39,0.15,0.00,0.00,23.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,79685569
636,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,0,1,0,0.0,0.21,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,b0243215
637,Andy Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,5,68,18,26.5,2.62,0.69,0.06,0.22,19.0,7,1,2,9.0,7.4,0.11,-4.0,-3.4,Matches,d33c706e
638,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,1,10,3,30.0,0.52,0.16,0.10,0.33,28.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,111c3236
639,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,0,11,3,27.3,0.53,0.14,0.00,0.00,24.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,f7ee69fb
640,Ousmane Dembélé,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.3,3,20,10,50.0,1.95,0.97,0.15,0.30,18.8,0,0,0,2.1,2.1,0.10,+0.9,+0.9,Matches,b19db005
641,Jessy Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,1,7,5,71.4,1.18,0.84,0.14,0.20,20.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,a6138e4a
642,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,2,22,3,13.6,1.64,0.22,0.05,0.33,27.9,3,1,1,2.2,1.4,0.06,-0.2,-0.4,Matches,54b4dc4e
643,Ermedin Demirović,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,12.7,0,0,0,1.7,1.7,0.29,-0.7,-0.7,Matches,ed79b7d3
644,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,0,11,3,27.3,0.43,0.12,0.00,0.00,21.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,dc3fa3b5
645,Fabio Depaoli,it ITA,DFMF,Chievo,it Serie A,20,1997,13.2,0,5,1,20.0,0.38,0.08,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,d97f2e8d
646,Memphis Depay,nl NED,FW,Lyon,fr Ligue 1,23,1994,28.4,19,104,42,40.4,3.66,1.48,0.16,0.40,21.5,20,2,2,12.0,10.8,0.10,+7.0,+6.2,Matches,8f696594
647,Mathieu Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,0,5,1,20.0,0.19,0.04,0.00,0.00,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,ff16ecad
648,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,6,25,12,48.0,1.24,0.59,0.24,0.50,13.5,0,0,0,3.7,3.7,0.15,+2.3,+2.3,Matches,aa5859cb
649,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,1,10,4,40.0,0.46,0.19,0.10,0.25,14.3,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches,25f50295
650,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,0,1,0,0.0,0.31,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2fb3ad46
651,Daniele Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,0,2,0,0.0,0.31,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,02b2937c
652,Mattia Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,6,42,19,45.2,2.34,1.06,0.14,0.32,13.1,0,0,0,7.6,7.6,0.18,-1.6,-1.6,Matches,d7d32194
653,Gerard Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,1,8,4,50.0,1.66,0.83,0.13,0.25,20.1,2,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,39583cfd
654,Gerard Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,1,8,4,50.0,1.43,0.72,0.13,0.25,13.5,0,0,0,1.2,1.2,0.16,-0.2,-0.2,Matches,39583cfd
655,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,0,5,0,0.0,0.45,0.00,0.00,,30.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,68852c0a
656,Federico Di Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,1,36,5,13.9,2.04,0.28,0.03,0.20,19.3,0,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches,1fca9171
657,Davide Di Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,951a4ee4
658,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.5,11,97,39,40.2,4.14,1.66,0.11,0.28,19.7,8,0,0,12.1,12.1,0.12,-1.1,-1.1,Matches,19cda00b
659,Franco Di Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,3,30,14,46.7,1.63,0.76,0.07,0.14,17.0,0,1,1,3.8,3.0,0.10,-0.8,-1.0,Matches,549c6ba7
660,Cheick Diabaté,ml MLI,FW,Benevento,it Serie A,29,1988,7.4,8,20,11,55.0,2.71,1.49,0.40,0.73,9.5,0,0,0,5.0,5.0,0.25,+3.0,+3.0,Matches,95cfe655
661,Fousseni Diabaté,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,0,6,2,33.3,0.92,0.31,0.00,0.00,18.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,d07e3b41
662,Moussa Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,aeed5c06
663,Fallou Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,1,14,7,50.0,0.56,0.28,0.07,0.14,20.2,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,cd387ff4
664,Adama Diakhaby,fr FRA,FW,Monaco,fr Ligue 1,21,1996,9.4,2,12,4,33.3,1.27,0.42,0.17,0.50,16.5,0,0,0,2.2,2.2,0.19,-0.2,-0.2,Matches,65585e3a
665,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20,1996,8.1,1,4,1,25.0,0.49,0.12,0.25,1.00,8.4,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,d2110326
666,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,2,13,3,23.1,0.48,0.11,0.15,0.67,8.1,0,0,0,2.3,2.3,0.18,-0.3,-0.3,Matches,fc62f087
667,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,26383ea5
668,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,22,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6605d143
669,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,5,35,16,45.7,2.28,1.04,0.14,0.31,13.9,0,0,0,4.4,4.4,0.12,+0.6,+0.6,Matches,6c6ecdd4
670,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,2,20,6,30.0,0.88,0.26,0.10,0.33,21.0,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches,b7d082af
671,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,79584585
